id_pdc                , statut_pdc               , url_description_pdc                                                                                                                                                                                                                                                                                                             , last_updated             , coordonneesxy         , adresse_station                                  , code_insee_commune, arrondissement
FR*V75*EPX04*05*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX04*05*2     , 2025-09-25T07:56:42+00:00, "48.851254, 2.3564553", 36 Quai de Béthune 75004 Paris                   ,                   , Paris centre
FR*V75*EPX15*36*3     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*36*3     , 2025-09-25T07:38:37+00:00, "48.842644, 2.313266" , 41 Boulevard Pasteur 75015 Paris                 ,                   , 15e Arrondissement
FR*V75*EPX16*31*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*31*4     , 2025-09-25T07:42:11+00:00, "48.869892, 2.2976446", 59 Avenue Marceau 75016 Paris                    ,                   , 16e Arrondissement
FR*V75*EPX15*35*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*35*5     , 2025-09-25T07:48:40+00:00, "48.844707, 2.3198109", 4 Avenue du Maine 75015 Paris                    ,                   , 15e Arrondissement
FR*V75*EPX15*34*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*34*5     , 2025-09-25T07:54:18+00:00, "48.84348, 2.2994812" , 67 Rue Mademoiselle 75015 Paris                  ,                   , 15e Arrondissement
FR*V75*EPX06*04*1     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*04*1     , 2025-09-25T07:53:24+00:00, "48.847874, 2.3239782", 3 Rue de Bérite 75006 Paris                      ,                   , 06e Arrondissement
FR*V75*EHBSAG*LOB*02*2, Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EHBSAG*LOB*02*2, 2025-09-25T07:53:04+00:00, "48.856796, 2.3538697", 4 Rue de Lobau 75004 Paris                       ,                   , Paris centre
FR*V75*EPX07*10*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*10*1     , 2025-09-25T07:54:03+00:00, "48.851128, 2.3106372", 26 Avenue Duquesne 75007 Paris                   ,                   , 07e Arrondissement
FR*V75*EPX17*02*3     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*02*3     , 2025-09-25T07:36:08+00:00, "48.88112, 2.284095"  , 12 Place du Général Koënig 75017 Paris           ,                   , 17e Arrondissement
FR*V75*EPX07*17*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX07*17*4     , 2025-09-25T07:37:15+00:00, "48.85461, 2.329982"  , 188 boulevard Saint -Germain 75007 Paris         ,                   , 07e Arrondissement
FR*V75*EPX11*06*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*06*5     , 2025-09-25T07:34:31+00:00, "48.86023, 2.3719914" , 63 Boulevard Richard Lenoir 75011 Paris          ,                   , 11e Arrondissement
FR*V75*EPX15*27*1     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*27*1     , 2025-09-25T07:35:35+00:00, "48.8479, 2.2847"     , 4 Rue Beaugrenelle 75015 Paris                   ,                   , 15e Arrondissement
FR*V75*EPX19*10*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*10*5     , 2025-09-25T07:32:34+00:00, "48.8777, 2.3916"     , 8 Rue de Crimée 75019 Paris                      ,                   , 19e Arrondissement
FR*V75*EPX15*17*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*17*5     , 2025-09-25T07:52:17+00:00, "48.848923, 2.3045475", 112 Avenue de Suffren 75015 Paris                ,                   , 15e Arrondissement
FR*V75*EPX16*31*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*31*5     , 2025-09-25T02:30:05+00:00, "48.869892, 2.2976446", 59 Avenue Marceau 75016 Paris                    ,                   , 16e Arrondissement
FR*V75*EPX20*15*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*15*2     , 2025-09-25T02:30:05+00:00, "48.87387, 2.3864658" , 356 Rue des Pyrénées 75020 Paris                 ,                   , 20e Arrondissement
FR*V75*EPX18*11*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*11*5     , 2025-09-25T02:30:05+00:00, "48.88508, 2.3375535" , 1bis Rue Ravignan 75018 Paris                    ,                   , 18e Arrondissement
FR*V75*EPX17*23*2     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*23*2     , 2025-09-25T02:30:05+00:00, "48.885426, 2.2849722", 28 Avenue de la Porte de Villiers 75017 Paris    ,                   , 17e Arrondissement
FR*V75*EPX17*19*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*19*4     , 2025-09-25T02:30:05+00:00, "48.884953, 2.3035011", 19 Rue Brémontier 75017 Paris                    ,                   , 17e Arrondissement
FR*V75*EPX17*17*3     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*17*3     , 2025-09-25T02:30:05+00:00, "48.887695, 2.3050365", 50 Boulevard Pereire 75017 Paris                 ,                   , 17e Arrondissement
FR*V75*EPX16*28*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*28*4     , 2025-09-25T02:30:05+00:00, "48.85857, 2.2851212" , 23 Boulevard Delessert 75016 Paris               ,                   , 16e Arrondissement
FR*V75*EPX15*31*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*31*1     , 2025-09-25T02:30:05+00:00, "48.84391, 2.279693"  , 44 Rue Sébastien Mercier 75015 Paris             ,                   , 15e Arrondissement
FR*V75*EPX14*12*7     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*12*7     , 2025-09-25T02:30:05+00:00, "48.83126, 2.313088"  , 145 Rue Raymond Losserand 75014 Paris            ,                   , 14e Arrondissement
FR*V75*EPX14*11*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*11*5     , 2025-09-25T02:30:05+00:00, "48.82668, 2.3237355" , 34 Avenue Jean Moulin 75014 Paris                ,                   , 14e Arrondissement
FR*V75*EPX12*11*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*11*2     , 2025-09-25T02:30:05+00:00, "48.84154, 2.389211"  , 3 Rue Henard 75012 Paris                         ,                   , 12e Arrondissement
FR*V75*EPX06*09*3     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX06*09*3     , 2025-09-25T02:30:05+00:00, "48.84896, 2.328735"  , 105 Rue de Rennes 75006 Paris                    ,                   , 06e Arrondissement
FR*V75*EPX17*07*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*07*2     , 2025-09-25T02:30:05+00:00, "48.8914, 2.304"      , 11 Rue Marguerite Long 75017 Paris               ,                   , 17e Arrondissement
FR*V75*EPX18*06*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX18*06*1     , 2025-09-25T02:30:05+00:00, "48.8913, 2.3385"     , 150 Rue Marcadet 75018 Paris                     ,                   , 18e Arrondissement
FR*V75*EPX14*05*6     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*05*6     , 2025-09-25T02:30:05+00:00, "48.834854, 2.3297832", 1 Rue Boulard 75014 Paris                        ,                   , 14e Arrondissement
FR*V75*EPX12*09*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*09*4     , 2025-09-25T02:30:05+00:00, "48.84652, 2.3692153" , 20 Avenue Ledru Rollin 75012 Paris               ,                   , 12e Arrondissement
FR*V75*EPX08*12*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*12*5     , 2025-09-25T02:30:05+00:00, "48.872448, 2.3041663", 10 Rue de Berri 75008 Paris                      ,                   , 08e Arrondissement
FR*V75*EPX05*09*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*09*4     , 2025-09-25T02:30:05+00:00, "48.84443, 2.3522773" , 58 Rue Monge 75005 Paris                         ,                   , 05e Arrondissement
FR*V75*EPX05*09*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*09*1     , 2025-09-25T02:30:05+00:00, "48.84443, 2.3522773" , 58 Rue Monge 75005 Paris                         ,                   , 05e Arrondissement
FR*V75*EPX03*03*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX03*03*2     , 2025-09-25T02:30:05+00:00, "48.858967, 2.36738"  , 87 Boulevard Beaumarchais 75003 Paris            ,                   , Paris centre
FR*V75*EPX08*08*1     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*08*1     , 2025-09-25T02:30:05+00:00, "48.883015, 2.325922" , 9 Boulevard des Batignolles 75008 Paris          ,                   , 08e Arrondissement
FR*V75*EPX16*05*6     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*05*6     , 2025-09-25T02:30:05+00:00, "48.843792, 2.2698932", 112 Avenue de Versailles 75016 Paris             ,                   , 16e Arrondissement
FR*V75*EPX15*16*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*16*3     , 2025-09-25T02:30:05+00:00, "48.838314, 2.2943442", 171 Rue de la Convention 75015 Paris             ,                   , 15e Arrondissement
FR*V75*EPX15*06*2     , Inconnu                  , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*06*2     , 2025-09-25T02:30:05+00:00, "48.839577, 2.2986453", 11 Rue Gerbert 75015 Paris                       ,                   , 15e Arrondissement
FR*V75*EPX13*02*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*02*5     , 2025-09-25T02:30:05+00:00, "48.83186, 2.372548"  , 131 Rue de Chevaleret 75013 Paris                ,                   , 13e Arrondissement
FR*V75*EPX11*10*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*10*2     , 2025-09-25T02:30:05+00:00, "48.861534, 2.3809278", 36 Rue Saint-Maur 75011 Paris                    ,                   , 11e Arrondissement
FR*V75*EPX11*05*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*05*1     , 2025-09-25T02:30:05+00:00, "48.865765, 2.3664377", 8 Boulevard Voltaire 75011 Paris                 ,                   , 11e Arrondissement
FR*V75*EPX11*06*6     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*06*6     , 2025-09-25T02:30:05+00:00, "48.86023, 2.3719914" , 63 Boulevard Richard Lenoir 75011 Paris          ,                   , 11e Arrondissement
FR*V75*EPX12*01*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*01*5     , 2025-09-25T02:30:05+00:00, "48.841637, 2.4049802", 10 Avenue du Docteur Arnold Netter 75012 Paris   ,                   , 12e Arrondissement
FR*V75*EPX05*01*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*01*2     , 2025-09-25T02:30:05+00:00, "48.850033, 2.354431" , 21 Quai de la Tournelle 75005 Paris              ,                   , 05e Arrondissement
FR*V75*EPX01*01*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX01*01*1     , 2025-09-25T02:30:05+00:00, "48.864292, 2.3314855", 3 Saint Roch 75001 Paris                         ,                   , Paris centre
FR*V75*E9016*06*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9016*06*1     , 2025-09-25T02:30:05+00:00, "48.871464, 2.289894" , 45 Avenue Victor Hugo 75016 Paris                ,                   , 16e Arrondissement
FR*V75*E9014*04*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9014*04*2     , 2025-09-25T02:30:05+00:00, "48.831448, 2.320052" , 47 Rue Didot 75014 Paris                         ,                   , 14e Arrondissement
FR*V75*E9013*02*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9013*02*3     , 2025-09-25T02:30:05+00:00, "48.832893, 2.363025" , 137 Boulevard Vincent-Auriol 75013 Paris         ,                   , 13e Arrondissement
FR*V75*E9012*01*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9012*01*3     , 2025-09-25T02:30:05+00:00, "48.834084, 2.405248" , 3 Avenue du General Dodds 75012 Paris            ,                   , 12e Arrondissement
FR*V75*E9011*02*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9011*02*2     , 2025-09-25T02:30:05+00:00, "48.865097, 2.36554"  , 40 Boulevard du Temple 75011 Paris               ,                   , Paris centre
FR*V75*EPX15*08*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*08*3     , 2025-09-25T03:07:10+00:00, "48.83892, 2.282485"  , 109 Avenue Félix Faure 75015 Paris               ,                   , 15e Arrondissement
FR*V75*EPX15*21*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*21*4     , 2025-09-25T04:08:20+00:00, "48.8287, 2.2989"     , 1 Rue Jean Sicard 75015 Paris                    ,                   , 15e Arrondissement
FR*V75*EPX13*22*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*22*2     , 2025-09-25T05:09:02+00:00, "48.829895, 2.3587494", 67 Avenue Edisson 75013 PARIS                    ,                   , 13e Arrondissement
FR*V75*EPX08*11*3     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*11*3     , 2025-09-25T05:32:53+00:00, "48.8737, 2.314663"   , 37 Rue la Boétie 75008 Paris                     ,                   , 08e Arrondissement
FR*V75*EPX08*12*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*12*4     , 2025-09-25T05:26:03+00:00, "48.872448, 2.3041663", 10 Rue de Berri 75008 Paris                      ,                   , 08e Arrondissement
